video_id,title,length_min,avg_watch_min,raw_slots,effective_slots,slots_before_avg_watch,actual_ads_per_session,recommended_slots,rec_ads_per_session,current_rev,projected_rev,uplift_jpy,uplift_pct
bv2iwq17LVY,【フレンとこ①】初コラボから尊敬する仲良し(神)になるまでの最高に「てえてえ」総集編(他のライバー反応あり)【にじさんじ/切り抜き/戍亥とこ/フレン・E・ルスタリオ/】,60.71666666666667,16.833333333333332,6,4,0,2.3938952409352794,4,3.4536755421356022,775439.244,997008.5731958465,221569.32919584657,28.573396421479874
